"178","Arcs","","2024","7.389","3.39","3,4","Cole Wehrle","https://boardgamegeek.com/boardgame/359871/arcs"
"179","Terraforming Mars: Ares Expedition","テラフォーミング・マーズ・カードゲーム：アレス・エクスペディション","2021","7.387","2.92","3","Sydney Engelstein,Jacob Fryxelius,Nick Little (I)","https://boardgamegeek.com/boardgame/328871/terraforming-mars-ares-expedition"
"180","Viscounts of the West Kingdom","西フランク王国の子爵","2020","7.386","3.46","3","S J Macdonald,Shem Phillips","https://boardgamegeek.com/boardgame/296151/viscounts-of-the-west-kingdom"
"181","Legendary Encounters: An Alien Deck Building Game","","2014","7.385","2.7","3","Ben Cichoski,Daniel Mandel","https://boardgamegeek.com/boardgame/146652/legendary-encounters-an-alien-deck-building-game"
"182","Istanbul","イスタンブール","2014","7.384","2.58","4","Rüdiger Dorn","https://boardgamegeek.com/boardgame/148949/istanbul"
"183","Wyrmspan","ワイアームスパン","2024","7.383","2.79","3","Connie Vogelmann","https://boardgamegeek.com/boardgame/410201/wyrmspan"
"184","War Chest","ウォーチェスト","2018","7.382","2.31","2","Trevor Benjamin,David Thompson (I)","https://boardgamegeek.com/boardgame/249259/war-chest"
"185","Glen More II: Chronicles","グレンモアII:クロニクルズ","2019","7.382","3.01","3","Matthias Cramer","https://boardgamegeek.com/boardgame/265188/glen-more-ii-chronicles"
"186","Star Wars: X-Wing Miniatures Game","","2012","7.382","2.5","2","Jay Little","https://boardgamegeek.com/boardgame/103885/star-wars-x-wing-miniatures-game"
"187","Marco Polo II: In the Service of the Khan","マルコポーロ：大いなる帰還","2019","7.381","3.37","3","Simone Luciani,Daniele Tascini","https://boardgamegeek.com/boardgame/283948/marco-polo-ii-in-the-service-of-the-khan"
"188","Dominion (Second Edition)","ドミニオン：第二版","2016","7.38","2.16","2,3","Donald X. Vaccarino","https://boardgamegeek.com/boardgame/209418/dominion-second-edition"
"189","Unmatched: Cobble & Fog","","2020","7.378","1.97","2","Rob Daviau,Justin D. Jacobson,Chris Leder,Kevin Rodgers","https://boardgamegeek.com/boardgame/294484/unmatched-cobble-and-fog"
"190","That's Pretty Clever!","ガンツ・シェーン・クレバー","2018","7.376","1.87","2","Wolfgang Warsch","https://boardgamegeek.com/boardgame/244522/thats-pretty-clever"
"191","Radlands","","2021","7.376","2.26","2","Daniel Piechnick","https://boardgamegeek.com/boardgame/329082/radlands"
"192","Xia: Legends of a Drift System","","2014","7.373","3.18","3","Cody Miller","https://boardgamegeek.com/boardgame/82222/xia-legends-of-a-drift-system"
"193","Jaipur","ジャイプル","2009","7.371","1.46","2","Sébastien Pauchon","https://boardgamegeek.com/boardgame/54043/jaipur"
"194","Welcome To...","","2018","7.371","1.84","3,4","Benoit Turpin","https://boardgamegeek.com/boardgame/233867/welcome-to"
"195","Nucleum","","2023","7.369","4.16","3","Simone Luciani,Dávid Turczi","https://boardgamegeek.com/boardgame/396790/nucleum"
"196","Planet Unknown","プラネット　アンノウン","2022","7.362","2.22","4","Ryan Lambert,Adam Rehberg","https://boardgamegeek.com/boardgame/258779/planet-unknown"
"197","Earth","アース","2023","7.359","2.88","2,3","Maxime Tardif","https://boardgamegeek.com/boardgame/350184/earth"
"198","War of the Ring","","2004","7.355","3.85","2","Roberto Di Meglio,Marco Maggi,Francesco Nepitello","https://boardgamegeek.com/boardgame/9609/war-of-the-ring"
"199","Chaos in the Old World","ケイオス・イン・ジ・オールド・ワールド","2009","7.353","3.2","4","Eric M. Lang","https://boardgamegeek.com/boardgame/43111/chaos-in-the-old-world"
"200","Dune","","2019","7.352","4","6","Bill Eberle,Jack Kittredge,Peter Olotka","https://boardgamegeek.com/boardgame/283355/dune"
"201","Welcome to the Moon","ウェルカム・トゥ・ザ・ムーン","2021","7.352","2.48","2,4","Alexis Allard,Benoit Turpin","https://boardgamegeek.com/boardgame/339789/welcome-to-the-moon"
"202","This War of Mine: The Board Game","","2017","7.349","3.32","1","Michał Oracz,Jakub Wiśniewski","https://boardgamegeek.com/boardgame/188920/this-war-of-mine-the-board-game"
"203","Star Wars: Outer Rim","","2019","7.345","2.57","3","Corey Konieczka","https://boardgamegeek.com/boardgame/271896/star-wars-outer-rim"
"204","Memoir '44","","2004","7.34","2.27","2","Richard Borg","https://boardgamegeek.com/boardgame/10630/memoir-44"
"205","Descent: Journeys in the Dark (Second Edition)","ディセント第２版 〜闇世界への旅立ち〜","2012","7.338","3.21","5","Daniel Clark (I),Corey Konieczka,Adam Sadler,Kevin Wilson","https://boardgamegeek.com/boardgame/104162/descent-journeys-in-the-dark-second-edition"
"206","The Red Cathedral","赤の大聖堂","2020","7.336","2.82","3","Isra C.,Shei S.","https://boardgamegeek.com/boardgame/227224/the-red-cathedral"
"207","Sekigahara: The Unification of Japan","","2011","7.334","2.8","2","Matt Calkins","https://boardgamegeek.com/boardgame/25021/sekigahara-the-unification-of-japan"
"208","Cosmic Encounter","コズミック・エンカウンター","2008","7.334","2.58","5","Bill Eberle,Jack Kittredge,Bill Norton,Peter Olotka,Kevin Wilson","https://boardgamegeek.com/boardgame/39463/cosmic-encounter"
"209","Meadow","メドウ","2021","7.333","2.25","2","Klemens Kalicki","https://boardgamegeek.com/boardgame/314491/meadow"
"210","Sagrada","サグラダ","2017","7.331","1.92","2","Adrian Adamescu,Daryl Andrews","https://boardgamegeek.com/boardgame/199561/sagrada"
"211","Castles of Mad King Ludwig","ノイシュヴァンシュタイン城","2014","7.33","2.65","4","Ted Alspach","https://boardgamegeek.com/boardgame/155426/castles-of-mad-king-ludwig"
"212","Great Western Trail: Argentina","","2022","7.327","3.9","3","Alexander Pfister","https://boardgamegeek.com/boardgame/364011/great-western-trail-argentina"
"213","Horrified","","2019","7.326","2.02","3","Prospero Hall,Peter Lee","https://boardgamegeek.com/boardgame/282524/horrified"
"214","Space Base","スペースベース","2018","7.322","2.12","3,4","John D. Clair","https://boardgamegeek.com/boardgame/242302/space-base"
"215","Railways of the World","","2005","7.321","3.02","5","Glenn Drover,Martin Wallace","https://boardgamegeek.com/boardgame/17133/railways-of-the-world"
"216","The Resistance: Avalon","レジスタンス: アヴァロン","2012","7.321","1.74","7,8","Don Eskridge","https://boardgamegeek.com/boardgame/128882/the-resistance-avalon"
"217","Azul: Summer Pavilion","アズール：サマーパビリオン","2019","7.32","2.06","2,3","Michael Kiesling","https://boardgamegeek.com/boardgame/287954/azul-summer-pavilion"
"218","Modern Art","モダンアート","1992","7.315","2.28","4,5","Reiner Knizia","https://boardgamegeek.com/boardgame/118/modern-art"
"219","Ticket to Ride: Nordic Countries","チケット・トゥ・ライド：北欧の国々","2007","7.315","1.97","3","Alan R. Moon","https://boardgamegeek.com/boardgame/31627/ticket-to-ride-nordic-countries"
"220","A Game of Thrones: The Board Game (Second Edition)","","2011","7.314","3.73","6","Christian T. Petersen","https://boardgamegeek.com/boardgame/103343/a-game-of-thrones-the-board-game-second-edition"
"221","Ora et Labora","祈り、働け","2011","7.314","3.89","3","Uwe Rosenberg","https://boardgamegeek.com/boardgame/70149/ora-et-labora"
"222","Paleo","パレオ ～人類の黎明～","2020","7.313","2.64","2,3","Peter Rustemeyer","https://boardgamegeek.com/boardgame/300531/paleo"
"223","Go","囲碁","-2200","7.311","3.93","2","(Uncredited)","https://boardgamegeek.com/boardgame/188/go"
"224","7 Wonders (Second Edition)","世界の七不思議：第二版","2020","7.306","2.31","4,5","Antoine Bauza","https://boardgamegeek.com/boardgame/316377/7-wonders-second-edition"
"225","Commands & Colors: Ancients","","2006","7.303","2.69","2","Richard Borg","https://boardgamegeek.com/boardgame/14105/commands-and-colors-ancients"
"226","Captain Sonar","キャプテン・ソナー","2016","7.301","2.19","8","Roberto Fraga,Yohan Lemonnier","https://boardgamegeek.com/boardgame/171131/captain-sonar"
"227","Suburbia","シティビルダー","2012","7.299","2.76","3","Ted Alspach","https://boardgamegeek.com/boardgame/123260/suburbia"
"228","Village","村の人生","2011","7.297","3.06","4","Inka Brand,Markus Brand","https://boardgamegeek.com/boardgame/104006/village"
"229","Carcassonne","カルカソンヌ","2000","7.296","1.89","2","Klaus-Jürgen Wrede","https://boardgamegeek.com/boardgame/822/carcassonne"
"230","Dead of Winter: A Crossroads Game","デッド・オブ・ウィンター","2014","7.295","3.01","4","Jonathan Gilmour-Long,Isaac Vega","https://boardgamegeek.com/boardgame/150376/dead-of-winter-a-crossroads-game"
"231","Splendor","宝石の煌き","2014","7.294","1.78","3","Marc André","https://boardgamegeek.com/boardgame/148228/splendor"
"232","Ankh: Gods of Egypt","","2021","7.292","3.12","2,4","Eric M. Lang","https://boardgamegeek.com/boardgame/285967/ankh-gods-of-egypt"
"233","Star Wars: The Deckbuilding Game","","2023","7.29","2.03","2","Caleb Grace","https://boardgamegeek.com/boardgame/374173/star-wars-the-deckbuilding-game"
"234","Tichu","ティチュー","1991","7.287","2.34","4","Urs Hostettler","https://boardgamegeek.com/boardgame/215/tichu"
"235","Nidavellir","ニダヴェリア","2020","7.287","2.11","3","Serge Laget","https://boardgamegeek.com/boardgame/293014/nidavellir"
"236","Clash of Cultures: Monumental Edition","","2021","7.286","3.7","3,4","Christian Marcussen","https://boardgamegeek.com/boardgame/299659/clash-of-cultures-monumental-edition"
"237","Aeon's End: Legacy","","2019","7.285","2.83","2","Jenny Iglesias,Nick Little (I),Kevin Riley","https://boardgamegeek.com/boardgame/241451/aeons-end-legacy"
"238","Return to Dark Tower","","2022","7.28","2.66","4","Tim Burrell-Saward,Isaac Childres,Noah Cohen,Rob Daviau","https://boardgamegeek.com/boardgame/256680/return-to-dark-tower"
"239","Star Realms: Colony Wars","","2015","7.28","1.9","2","Robert Dougherty,Darwin Kastle","https://boardgamegeek.com/boardgame/182631/star-realms-colony-wars"
"240","The Taverns of Tiefenthal","ティーフェンタールの酒場","2019","7.274","2.69","2,3","Wolfgang Warsch","https://boardgamegeek.com/boardgame/269207/the-taverns-of-tiefenthal"
"241","Paths of Glory","","1999","7.274","3.85","2","Ted Raicer","https://boardgamegeek.com/boardgame/91/paths-of-glory"
"242","YINSH","","2003","7.273","2.64","2","Kris Burm","https://boardgamegeek.com/boardgame/7854/yinsh"
"243","Coimbra","コインブラ","2018","7.273","3.26","3","Flaminia Brasini,Virginio Gigli","https://boardgamegeek.com/boardgame/245638/coimbra"
"244","Under Falling Skies","アンダー・フォーリング・スカイ","2020","7.272","2.4","1","Tomáš Uhlíř","https://boardgamegeek.com/boardgame/306735/under-falling-skies"
"245","Nations","","2013","7.271","3.54","3,4","Rustan Håkansson,Nina Håkansson,Einar Rosén,Robert Rosén","https://boardgamegeek.com/boardgame/126042/nations"
"246","Ticket to Ride","チケット・トゥ・ライド・アメリカ","2004","7.27","1.82","4","Alan R. Moon","https://boardgamegeek.com/boardgame/9209/ticket-to-ride"
"247","Near and Far","","2017","7.27","2.89","3","Ryan Laukat","https://boardgamegeek.com/boardgame/195421/near-and-far"
"248","Combat Commander: Europe","","2006","7.268","3.25","2","Chad Jensen","https://boardgamegeek.com/boardgame/21050/combat-commander-europe"
"249","Arkham Horror: The Card Game (Revised Edition)","","2021","7.268","3.77","2","Nate French,MJ Newman","https://boardgamegeek.com/boardgame/359609/arkham-horror-the-card-game-revised-edition"
"250","My City","マイシティ","2020","7.267","1.97","4","Reiner Knizia","https://boardgamegeek.com/boardgame/295486/my-city"
"251","Calico","キャリコ","2020","7.267","2.19","2","Kevin Russ","https://boardgamegeek.com/boardgame/283155/calico"
"252","Cyclades","","2009","7.266","2.82","4,5","Bruno Cathala,Ludovic Maublanc","https://boardgamegeek.com/boardgame/54998/cyclades"
"253","Secret Hitler","","2016","7.261","1.74","8,10","Mike Boxleiter,Tommy Maranges,Max Temkin","https://boardgamegeek.com/boardgame/188834/secret-hitler"
"254","Dinosaur Island","ダイナソー・アイランド　第２版","2017","7.26","3.04","3","Jonathan Gilmour-Long,Brian Lewis","https://boardgamegeek.com/boardgame/221194/dinosaur-island"
"255","KLASK","","2014","7.258","1.05","2","Mikkel Bertelsen","https://boardgamegeek.com/boardgame/165722/klask"
"256","La Granja","","2014","7.254","3.57","3","Michael Keller (II),Andreas "ode." Odendahl","https://boardgamegeek.com/boardgame/146886/la-granja"
"257","Codenames: Duet","コードネーム：デュエット","2017","7.252","1.36","2","Vlaada Chvátil,Scot Eaton","https://boardgamegeek.com/boardgame/224037/codenames-duet"
"258","John Company: Second Edition","","2022","7.249","4.44","4,5","Cole Wehrle","https://boardgamegeek.com/boardgame/332686/john-company-second-edition"
"259","Fantasy Realms","ファンタジー・レルムズ","2017","7.249","1.81","2,3","Bruce Glassco","https://boardgamegeek.com/boardgame/223040/fantasy-realms"
"260","Legendary: A Marvel Deck Building Game","","2012","7.246","2.43","3","Devin Low","https://boardgamegeek.com/boardgame/129437/legendary-a-marvel-deck-building-game"
"261","Century: Golem Edition","センチュリー：ゴーレム","2017","7.245","1.69","3,4","Emerson Matsuuchi","https://boardgamegeek.com/boardgame/232832/century-golem-edition"
"262","Camel Up (Second Edition)","キャメルアップ(2019年版)","2018","7.243","1.51","5,6","Steffen Bogen","https://boardgamegeek.com/boardgame/260605/camel-up-second-edition"
"263","Hanamikoji","花見小路","2013","7.241","1.68","2","Kota Nakayama (中山 宏太)","https://boardgamegeek.com/boardgame/158600/hanamikoji"
"264","Unmatched: Battle of Legends, Volume One","アンマッチド：バトル・オブ・レジェンド Vol.1","2019","7.239","1.92","2","Rob Daviau,Justin D. Jacobson","https://boardgamegeek.com/boardgame/274637/unmatched-battle-of-legends-volume-one"
"265","Deception: Murder in Hong Kong","","2014","7.238","1.58","6,8","Tobey Ho","https://boardgamegeek.com/boardgame/156129/deception-murder-in-hong-kong"
"266","Forest Shuffle","フォレストシャッフル","2023","7.237","2.18","2","Kosch","https://boardgamegeek.com/boardgame/391163/forest-shuffle"
"267","Zombicide: Black Plague","ゾンビサイド ブラック・プレイグ","2015","7.237","2.48","3","Raphaël Guiton,Jean-Baptiste Lullien,Nicolas Raoult","https://boardgamegeek.com/boardgame/176189/zombicide-black-plague"
"268","Sushi Go Party!","スシゴーパーティ","2016","7.235","1.31","4,5","Phil Walker-Harding","https://boardgamegeek.com/boardgame/192291/sushi-go-party"
"269","MicroMacro: Crime City","ミクロマクロ：クライムシティ","2020","7.234","1.1","2","Johannes Sich","https://boardgamegeek.com/boardgame/318977/micromacro-crime-city"
"270","Flamme Rouge","","2016","7.231","1.69","4","Asger Harding Granerud","https://boardgamegeek.com/boardgame/199478/flamme-rouge"
"271","The Princes of Florence","フィレンツェの匠","2000","7.23","3.24","5","Wolfgang Kramer,Richard Ulrich,Jens Christopher Ulrich","https://boardgamegeek.com/boardgame/555/the-princes-of-florence"
"272","Roll Player","ロールプレイヤー","2016","7.229","2.43","3","Keith Matejka","https://boardgamegeek.com/boardgame/169426/roll-player"
"273","Isle of Skye: From Chieftain to King","アイル・オブ・スカイ:族長から王へ 日本語版","2015","7.228","2.26","3,4","Andreas Pelikan,Alexander Pfister","https://boardgamegeek.com/boardgame/176494/isle-of-skye-from-chieftain-to-king"
"274","Hallertau","ハラータウ","2020","7.225","3.3","2","Uwe Rosenberg","https://boardgamegeek.com/boardgame/300322/hallertau"
"275","Samurai","サムライ・ボードゲーム","1998","7.225","2.45","3","Reiner Knizia","https://boardgamegeek.com/boardgame/3/samurai"
"276","Vindication","","2018","7.224","3.09","4","Marc Neidlinger","https://boardgamegeek.com/boardgame/224783/vindication"
"277","Glory to Rome","","2005","7.224","2.93","3,4","Ed Carter (III),Carl Chudyk","https://boardgamegeek.com/boardgame/19857/glory-to-rome"
"278","Kanban: Driver's Edition","","2014","7.219","4.36","3,4","Vital Lacerda","https://boardgamegeek.com/boardgame/109276/kanban-drivers-edition"
"279","Hero Realms","","2016","7.217","1.85","2","Robert Dougherty,Darwin Kastle","https://boardgamegeek.com/boardgame/198994/hero-realms"
"280","Santorini","","2016","7.217","1.72","2","Gord!","https://boardgamegeek.com/boardgame/194655/santorini"
"281","Western Legends","","2018","7.216","2.85","4","Hervé Lemaître","https://boardgamegeek.com/boardgame/232405/western-legends"
"282","Pulsar 2849","パルサー2849","2017","7.216","3.34","4","Vladimír Suchý","https://boardgamegeek.com/boardgame/228341/pulsar-2849"
"283","Goa: A New Expedition","","2004","7.216","3.37","4","Rüdiger Dorn","https://boardgamegeek.com/boardgame/9216/goa-a-new-expedition"
"284","Tapestry","タペストリー ～文明の錦の御旗～","2019","7.214","2.95","3","Jamey Stegmaier","https://boardgamegeek.com/boardgame/286096/tapestry"
"285","1830: Railways & Robber Barons","","1986","7.213","4.16","4,5","Bruce Shelley,Francis Tresham","https://boardgamegeek.com/boardgame/421/1830-railways-and-robber-barons"
"286","Shogun","","2006","7.206","3.37","4,5","Dirk Henn","https://boardgamegeek.com/boardgame/20551/shogun"
"287","Galaxy Trucker","","2007","7.206","2.33","4","Vlaada Chvátil","https://boardgamegeek.com/boardgame/31481/galaxy-trucker"
"288","Anno 1800: The Board Game","","2020","7.205","3.12","3","Martin Wallace","https://boardgamegeek.com/boardgame/311193/anno-1800-the-board-game"
"289","Detective: A Modern Crime Board Game","","2018","7.203","2.74","2","Jakub Łapot,Przemysław Rymer,Ignacy Trzewiczek","https://boardgamegeek.com/boardgame/223321/detective-a-modern-crime-board-game"
"290","Endless Winter: Paleoamericans","","2022","7.201","3.31","3","Stan Kordonskiy","https://boardgamegeek.com/boardgame/305096/endless-winter-paleoamericans"
"291","Viticulture","","2013","7.199","2.94","3,4","Jamey Stegmaier,Alan Stone","https://boardgamegeek.com/boardgame/128621/viticulture"
"292","1960: The Making of the President","","2007","7.199","3.2","2","Christian Leonhard,Jason Matthews","https://boardgamegeek.com/boardgame/27708/1960-the-making-of-the-president"
"293","Chronicles of Crime","クロニクル・オブ・クライム","2018","7.196","2.06","2","David Cicurel","https://boardgamegeek.com/boardgame/239188/chronicles-of-crime"
"294","Lewis & Clark: The Expedition","","2013","7.193","3.32","3","Cédrick Chaboussit","https://boardgamegeek.com/boardgame/140620/lewis-and-clark-the-expedition"
"295","Mind MGMT: The Psychic Espionage “Game.”","","2021","7.19","2.92","2,3","Jay Cormier,Sen-Foong Lim","https://boardgamegeek.com/boardgame/284653/mind-mgmt-the-psychic-espionage-game"
"296","Bitoku","","2021","7.188","3.74","3","Germán P. Millán","https://boardgamegeek.com/boardgame/323612/bitoku"
"297","Monikers","","2015","7.188","1.1","6,8,10","Alex Hague,Justin Vickers","https://boardgamegeek.com/boardgame/156546/monikers"
"298","Bora Bora","","2013","7.187","3.73","4","Stefan Feld","https://boardgamegeek.com/boardgame/127060/bora-bora"
"299","Oath","","2021","7.186","4.12","4","Cole Wehrle","https://boardgamegeek.com/boardgame/291572/oath"
"300","Steam","","2009","7.186","3.46","4","Martin Wallace","https://boardgamegeek.com/boardgame/27833/steam"
"301","Kingdomino","キングドミノ","2016","7.186","1.23","2,4","Bruno Cathala","https://boardgamegeek.com/boardgame/204583/kingdomino"
"302","Battle Line","バトルライン","2000","7.183","1.89","2","Reiner Knizia","https://boardgamegeek.com/boardgame/760/battle-line"
"303","Kemet: Blood and Sand","","2021","7.183","3.19","4","Jacques Bariot,Guillaume Montiage","https://boardgamegeek.com/boardgame/297562/kemet-blood-and-sand"
"304","Marvel United","マーベルユナイテッド","2020","7.181","1.81","3","Andrea Chiarvesio,Eric M. Lang","https://boardgamegeek.com/boardgame/298047/marvel-united"
"305","Star Realms: Frontiers","","2018","7.179","1.87","2","Robert Dougherty,Darwin Kastle","https://boardgamegeek.com/boardgame/230253/star-realms-frontiers"
"306","Tiletum","ティルトゥム","2022","7.179","3.42","2,3","Simone Luciani,Daniele Tascini","https://boardgamegeek.com/boardgame/351913/tiletum"
"307","T.I.M.E Stories","T.I.MEストーリーズ","2015","7.177","2.59","4","Peggy Chassenet,Manuel Rozoy","https://boardgamegeek.com/boardgame/146508/time-stories"
"308","Rococo","ロココの仕立屋","2013","7.175","3.09","3","Matthias Cramer,Stefan Malz,Louis Malz","https://boardgamegeek.com/boardgame/144344/rococo"
"309","Hive","","2001","7.175","2.31","2","John Yianni","https://boardgamegeek.com/boardgame/2655/hive"
"310","Forgotten Waters","","2020","7.174","2.1","5","Mr. Bistro,J. Arthur Ellis,Isaac Vega","https://boardgamegeek.com/boardgame/302723/forgotten-waters"
"311","Dice Throne: Season Two – Battle Chest","","2018","7.172","2.14","2","Nate Chatellier,Manny Trembley","https://boardgamegeek.com/boardgame/244271/dice-throne-season-two-battle-chest"
"312","Cryptid","クリプティッド","2018","7.172","2.27","4","Hal Duncan,Ruth Veevers","https://boardgamegeek.com/boardgame/246784/cryptid"
"313","Cthulhu Wars","クトゥルフ・ウォーズ","2015","7.171","3.15","4","Sandy Petersen,Lincoln Petersen","https://boardgamegeek.com/boardgame/139976/cthulhu-wars"
"314","Ethnos","エスノス","2017","7.17","2.1","4","Paolo Mori","https://boardgamegeek.com/boardgame/206718/ethnos"
"315","So Clover!","ことばのクローバー！","2021","7.17","1.11","3,4","François Romain","https://boardgamegeek.com/boardgame/329839/so-clover"
"316","Skull King","スカルキング","2013","7.168","1.72","4,6","Brent Beck,Jeffrey Beck","https://boardgamegeek.com/boardgame/150145/skull-king"
"317","Aeon's End: The New Age","","2019","7.167","2.94","2","Jenny Iglesias,Nick Little (I),Kevin Riley","https://boardgamegeek.com/boardgame/270633/aeons-end-the-new-age"
"318","Dixit: Odyssey","ディクシット：オデッセイ","2011","7.166","1.16","6","Jean-Louis Roubira","https://boardgamegeek.com/boardgame/92828/dixit-odyssey"
"319","Seasons","十二季節の魔法使い","2012","7.166","2.78","2","Régis Bonnessée","https://boardgamegeek.com/boardgame/108745/seasons"
"320","Arcadia Quest","","2014","7.163","2.53","4","Thiago Aranha,Guilherme Goulart,Eric M. Lang,Fred Perret","https://boardgamegeek.com/boardgame/155068/arcadia-quest"
"321","Long Shot: The Dice Game","","2022","7.159","1.92","4,5","Chris Handy (I)","https://boardgamegeek.com/boardgame/295374/long-shot-the-dice-game"
"322","Turing Machine","チューリングマシン","2022","7.157","2.44","1","Fabien Gridel,Yoann Levet","https://boardgamegeek.com/boardgame/356123/turing-machine"
"323","The Manhattan Project: Energy Empire","","2016","7.154","3.04","4","Tom Jolly,Luke Laurie","https://boardgamegeek.com/boardgame/176734/the-manhattan-project-energy-empire"
"324","Imperial","","2006","7.152","3.56","4","Mac Gerdts","https://boardgamegeek.com/boardgame/24181/imperial"
"325","Navegador","ナヴェガドール","2010","7.15","3.08","4","Mac Gerdts","https://boardgamegeek.com/boardgame/66589/navegador"
"326","Indonesia","","2005","7.15","3.98","4","Jeroen Doumen,Joris Wiersinga","https://boardgamegeek.com/boardgame/19777/indonesia"
"327","Telestrations","テレストレーション","2009","7.149","1.07","8","(Uncredited)","https://boardgamegeek.com/boardgame/46213/telestrations"
"328","Onitama","","2014","7.149","1.64","2","Shimpei Sato","https://boardgamegeek.com/boardgame/160477/onitama"
"329","Arkham Horror (Third Edition)","アーカムホラー　第３版","2018","7.147","3.35","3","Nikki Valens","https://boardgamegeek.com/boardgame/257499/arkham-horror-third-edition"
"330","Distilled","","2023","7.147","2.97","3","Dave Beck","https://boardgamegeek.com/boardgame/295895/distilled"
"331","Foundations of Rome","","2022","7.143","1.95","3,4","Emerson Matsuuchi","https://boardgamegeek.com/boardgame/284189/foundations-of-rome"
"332","Lost Cities","ロストシティ","1999","7.142","1.48","2","Reiner Knizia","https://boardgamegeek.com/boardgame/50/lost-cities"
"333","Dungeon Petz","","2011","7.141","3.62","4","Vlaada Chvátil","https://boardgamegeek.com/boardgame/97207/dungeon-petz"
"334","Sea Salt & Paper","シーソルト＆ペーパー","2022","7.141","1.47","2","Bruno Cathala,Théo Rivière","https://boardgamegeek.com/boardgame/367220/sea-salt-and-paper"
"335","Love Letter","","2019","7.137","1.12","4","Seiji Kanai","https://boardgamegeek.com/boardgame/277085/love-letter"
"336","For Sale","フォーセール","1997","7.136","1.25","5","Stefan Dorra","https://boardgamegeek.com/boardgame/172/for-sale"
"337","Power Grid Deluxe: Europe/North America","新電力会社　デラックス　完全日本語版","2014","7.135","3.19","4,5","Friedemann Friese","https://boardgamegeek.com/boardgame/155873/power-grid-deluxe-europenorth-america"
"338","Space Alert","スペース・アラート","2008","7.135","2.97","4,5","Vlaada Chvátil","https://boardgamegeek.com/boardgame/38453/space-alert"
"339","Age of Empires III: The Age of Discovery","","2007","7.134","3.12","4,5","Glenn Drover","https://boardgamegeek.com/boardgame/22545/age-of-empires-iii-the-age-of-discovery"
"340","Imperium: Classics","帝国の時代：インペリウム・クラシック","2021","7.134","3.6","1,2","Nigel Buckle,Dávid Turczi","https://boardgamegeek.com/boardgame/318184/imperium-classics"
"341","Apiary","エイピアリー","2023","7.132","2.96","3","Connie Vogelmann","https://boardgamegeek.com/boardgame/400314/apiary"
"342","Cloudspire","","2019","7.131","4.4","1,2","Josh J. Carlson,Adam Carlson,Josh Wielgus","https://boardgamegeek.com/boardgame/262211/cloudspire"
"343","The King's Dilemma","キングスジレンマ","2019","7.13","2.24","5","Hjalmar Hach,Lorenzo Silva","https://boardgamegeek.com/boardgame/245655/the-kings-dilemma"
"344","Cat in the Box: Deluxe Edition","","2022","7.13","2.04","4","Muneyuki Yokouchi (横内宗幸)","https://boardgamegeek.com/boardgame/345972/cat-in-the-box-deluxe-edition"
"345","The King Is Dead: Second Edition","","2020","7.129","2.14","3","Peer Sylvester","https://boardgamegeek.com/boardgame/319966/the-king-is-dead-second-edition"
"346","The Great Zimbabwe","","2012","7.129","3.69","4","Jeroen Doumen,Joris Wiersinga","https://boardgamegeek.com/boardgame/111341/the-great-zimbabwe"
"347","Acquire","アクワイア","1963","7.128","2.49","4","Sid Sackson","https://boardgamegeek.com/boardgame/5/acquire"
"348","Imperial Settlers","インペリアル・セトラーズ","2014","7.127","2.77","2","Ignacy Trzewiczek","https://boardgamegeek.com/boardgame/154203/imperial-settlers"
"349","Nemo's War (Second Edition)","ネモの戦い ～海底二万マイルを超えて～","2017","7.126","3.28","1","Chris Taylor (I)","https://boardgamegeek.com/boardgame/187617/nemos-war-second-edition"
"350","Survive: Escape from Atlantis!","アイランド","1982","7.126","1.69","4","Julian Courtland-Smith","https://boardgamegeek.com/boardgame/2653/survive-escape-from-atlantis"
"351","Love Letter","ラブレター","2012","7.125","1.18","4","Seiji Kanai","https://boardgamegeek.com/boardgame/129622/love-letter"
"352","Glass Road","グラスロード","2013","7.124","2.95","2","Uwe Rosenberg","https://boardgamegeek.com/boardgame/143693/glass-road"
"353","Fury of Dracula (Third/Fourth Edition)","ドラキュラの逆襲","2015","7.122","3.28","3,5","Frank Brooks,Stephen Hand,Kevin Wilson","https://boardgamegeek.com/boardgame/181279/fury-of-dracula-thirdfourth-edition"
"354","Tikal","","1999","7.121","2.78","4","Michael Kiesling,Wolfgang Kramer","https://boardgamegeek.com/boardgame/54/tikal"
"355","The Witcher: Old World","","2023","7.121","2.87","2,3","Łukasz Woźniak","https://boardgamegeek.com/boardgame/331106/the-witcher-old-world"
"356","Bunny Kingdom","バニーキングダム","2017","7.119","2.3","4","Richard Garfield","https://boardgamegeek.com/boardgame/184921/bunny-kingdom"
"357","Summoner Wars: Master Set","","2011","7.118","2.52","2","Colby Dauch","https://boardgamegeek.com/boardgame/93260/summoner-wars-master-set"
"358","Century: Spice Road","センチュリー・スパイスロード","2017","7.118","1.8","3,4","Emerson Matsuuchi","https://boardgamegeek.com/boardgame/209685/century-spice-road"
"359","Summoner Wars (Second Edition)","","2021","7.117","2.6","2","Colby Dauch","https://boardgamegeek.com/boardgame/332800/summoner-wars-second-edition"
"360","Bruges","ブリュージュ","2013","7.116","2.75","3","Stefan Feld","https://boardgamegeek.com/boardgame/136888/bruges"
"361","Imperial 2030","","2009","7.116","3.51","4","Mac Gerdts","https://boardgamegeek.com/boardgame/54138/imperial-2030"
